,description,alternatives,year,subject,ground_truth,index_question,text_concat_english,text_concat_portuguese
944,"QUESTÃO 53) O vírus do papiloma humano (HPV, na sigla em inglês) causa o aparecimento de verrugas e infecção persistente, sendo o principal fator ambiental do câncer de colo de útero nas mulheres. O vírus pode entrar pela pele ou por mucosas do corpo, o qual desenvolve anticorpos contra a ameaça, embora em alguns casos a defesa natural do organismo não seja suficiente. Foi desenvolvida uma vacina contra o HPV, que reduz em até 90% as verrugas e 85,6% dos casos de infecção persistente em comparação com pessoas não vacinadas.
O benefício da utilização dessa vacina é que pessoas vacinadas, em comparação com as não vacinadas, apresentam diferentes respostas ao vírus HPV em decorrência da","['A) alta concentração de macrófagos.', 'B) elevada taxa de anticorpos específicos anti-HPV circulantes.', 'C) aumento na produção de hemácias após a infecção por vírus HPV.', 'D) rapidez na produção de altas concentrações de linfócitos matadores.', 'E) presença de células de memória que atuam na resposta secundária.']",2011,Ciências da natureza e suas tecnologias,E,53,"Question 53) The human papilloma virus (HPV) causes the appearance of warts and persistent infection, being the main environmental factor of cervical cancer in women. The virus can enter the skin or mucous membranes of the body, which develops antibodies against the threat, although in some cases the body's natural defense is not sufficient. A HPV vaccine was developed, which reduces warts and 85.6% of persistent infection compared to non -vaccinated people by up to 90%.
The benefit of using this vaccine is that vaccinated people, compared to non -vaccinated, have different responses to the HPV virus as a result of
A) High concentration of macrophages.
B) High rate of specific anti-HPV antibodies.
C) Increased red blood cell production after HPV virus infection.
D) speed in the production of high concentrations of killer lymphocytes.
E) presence of memory cells that act in the secondary response.","QUESTÃO 53) O vírus do papiloma humano (HPV, na sigla em inglês) causa o aparecimento de verrugas e infecção persistente, sendo o principal fator ambiental do câncer de colo de útero nas mulheres. O vírus pode entrar pela pele ou por mucosas do corpo, o qual desenvolve anticorpos contra a ameaça, embora em alguns casos a defesa natural do organismo não seja suficiente. Foi desenvolvida uma vacina contra o HPV, que reduz em até 90% as verrugas e 85,6% dos casos de infecção persistente em comparação com pessoas não vacinadas.
O benefício da utilização dessa vacina é que pessoas vacinadas, em comparação com as não vacinadas, apresentam diferentes respostas ao vírus HPV em decorrência da
A) alta concentração de macrófagos.
B) elevada taxa de anticorpos específicos anti-HPV circulantes.
C) aumento na produção de hemácias após a infecção por vírus HPV.
D) rapidez na produção de altas concentrações de linfócitos matadores.
E) presença de células de memória que atuam na resposta secundária."
945,"QUESTÃO 55) No processo de industrialização da mamona, além do óleo que contém vários ácidos graxos, é obtida uma massa orgânica, conhecida como torta de mamona. Esta massa tem potencial para ser utilizada como fertilizante para o solo e como complemento em rações animais devido a seu elevado valor proteico. No entanto, a torta apresenta compostos tóxicos e alergênicos diferentemente do óleo da mamona. Para que a torta possa ser utilizada na alimentação animal, é necessário um processo de descontaminação.
A característica presente nas substâncias tóxicas e alergênicas, que inviabiliza sua solubilização no óleo de mamona, é a","['A) lipofilia.', 'B) hidrofilia.', 'C) hipocromia.', 'D) cromatofilia.', 'E) hiperpolarização.']",2011,Ciências da natureza e suas tecnologias,B,55,"QUESTION 55) In the process of industrialization of the castor, in addition to the oil that contains several fatty acids, an organic mass is obtained, known as castor bean pie. This mass has the potential to be used as a soil fertilizer and as a complement to animal feed due to its high protein value. However, the pie has toxic and allergenic compounds unlike castor oil. For the pie to be used in animal feed, a decontamination process is required.
The characteristic present in toxic and allergenic substances, which makes it unfeasible to solubilize in castor oil, is the
A) Lipophilia.
B) Hydrophilia.
C) Hypocromia.
D) chromatophilia.
E) hyperpolarization.","QUESTÃO 55) No processo de industrialização da mamona, além do óleo que contém vários ácidos graxos, é obtida uma massa orgânica, conhecida como torta de mamona. Esta massa tem potencial para ser utilizada como fertilizante para o solo e como complemento em rações animais devido a seu elevado valor proteico. No entanto, a torta apresenta compostos tóxicos e alergênicos diferentemente do óleo da mamona. Para que a torta possa ser utilizada na alimentação animal, é necessário um processo de descontaminação.
A característica presente nas substâncias tóxicas e alergênicas, que inviabiliza sua solubilização no óleo de mamona, é a
A) lipofilia.
B) hidrofilia.
C) hipocromia.
D) cromatofilia.
E) hiperpolarização."
946,"QUESTÃO 56) O manual de funcionamento de um captador de guitarra elétrica apresenta o seguinte texto: Esse captador comum consiste de uma bobina, fios condutores enrolados em torno de um ímã permanente. O campo magnético do ímã induz o ordenamento dos polos magnéticos na corda da guitarra, que está próxima a ele. Assim, quando a corda é tocada, as oscilações produzem variações, com o mesmo padrão, no fluxo magnético que atravessa a bobina. Isso induz uma corrente elétrica na bobina, que é transmitida até o amplificador e, daí, para o alto-falante. Um guitarrista trocou as cordas originais de sua guitarra, que eram feitas de aço, por outras feitas de náilon. Com o uso dessas cordas, o amplificador ligado ao instrumento não emitia mais som, porque a corda de náilon","['A) isola a passagem de corrente elétrica da bobina para o alto-falante.', 'B) varia seu comprimento mais intensamente do que ocorre com o aço.', 'C) apresenta uma magnetização desprezível sob a ação do ímã permanente.', 'D) induz correntes elétricas na bobina mais intensas que a capacidade do captador.', 'E) oscila com uma frequência menor do que a que pode ser percebida pelo captador.']",2011,Ciências da natureza e suas tecnologias,C,56,"QUESTION 56) The operating manual of an electric guitar pickup presents the following text: This ordinary pickup is a coil, conductive wires wrapped around a permanent magnet. The magnetic field of the magnet induces the ordering of the magnetic poles on the guitar rope, which is close to it. Thus, when the rope is touched, the oscillations produce variations, with the same pattern, in the magnetic flow that crosses the coil. This induces an electric current in the coil, which is transmitted to the amplifier and hence to the speaker. A guitarist exchanged the original ropes of his guitar, which were made of steel for others made of nylon. Using these strings, the instrument -connected amplifier no longer emitted sound, because the nylon rope
A) Isolates the passage of electric current from the coil to the speaker.
B) It varies its length more intensely than with steel.
C) presents a negligible magnetization under the action of the permanent magnet.
D) induces electrical currents on the coil more intense than the captain's capacity.
E) oscillates with a lower frequency than that can be perceived by the pickup.","QUESTÃO 56) O manual de funcionamento de um captador de guitarra elétrica apresenta o seguinte texto: Esse captador comum consiste de uma bobina, fios condutores enrolados em torno de um ímã permanente. O campo magnético do ímã induz o ordenamento dos polos magnéticos na corda da guitarra, que está próxima a ele. Assim, quando a corda é tocada, as oscilações produzem variações, com o mesmo padrão, no fluxo magnético que atravessa a bobina. Isso induz uma corrente elétrica na bobina, que é transmitida até o amplificador e, daí, para o alto-falante. Um guitarrista trocou as cordas originais de sua guitarra, que eram feitas de aço, por outras feitas de náilon. Com o uso dessas cordas, o amplificador ligado ao instrumento não emitia mais som, porque a corda de náilon
A) isola a passagem de corrente elétrica da bobina para o alto-falante.
B) varia seu comprimento mais intensamente do que ocorre com o aço.
C) apresenta uma magnetização desprezível sob a ação do ímã permanente.
D) induz correntes elétricas na bobina mais intensas que a capacidade do captador.
E) oscila com uma frequência menor do que a que pode ser percebida pelo captador."
947,"QUESTÃO 57) O controle biológico, técnica empregada no combate a espécies que causam danos e prejuízos aos seres humanos, é utilizado no combate à lagarta que se alimenta de folhas de algodoeiro. Algumas espécies de borboleta depositam seus ovos nessa cultura. A microvespa Trichogramma sp. introduz seus ovos nos ovos de outros insetos, incluindo os das borboletas em questão. Os embriões da vespa se alimentam do conteúdo desses ovos e impedem que as larvas de borboleta se desenvolvam. Assim, é possível reduzir a densidade populacional das borboletas até níveis que não prejudiquem a cultura.
A técnica de controle biológico realizado pela microvespa Trichogramma sp. consiste na","['A) introdução de um parasita no ambiente da espécie que se deseja combater.', 'B) introdução de um gene letal nas borboletas, a fim de diminuir o número de indivíduos.', 'C) competição entre a borboleta e a microvespa para a obtenção de recursos.', 'D) modificação do ambiente para selecionar indivíduos melhor adaptados.', 'E) aplicação de inseticidas a fim de diminuir o número de indivíduos que se deseja combater.']",2011,Ciências da natureza e suas tecnologias,A,57,"Question 57) Biological control, a technique employed in combating species that cause damage and damage to humans, is used to combat the caterpillar that feeds on cotton leaves. Some butterfly species lay their eggs in this culture. Microvespa Trichogramma sp. Introduces your eggs into the eggs of other insects, including those of the butterflies in question. Wasp embryos feed on the content of these eggs and prevent butterfly larvae from developing. Thus, it is possible to reduce the population density of butterflies to levels that do not harm culture.
The biological control technique performed by Microvespa Trichogramma SP. consists of
A) Introduction of a parasite in the environment of the species that you want to fight.
B) Introduction of a lethal gene into butterflies in order to reduce the number of individuals.
C) competition between the butterfly and the microvespa to obtain resources.
D) Modification of the environment to select better adapted individuals.
E) application of insecticides in order to decrease the number of individuals to be combated.","QUESTÃO 57) O controle biológico, técnica empregada no combate a espécies que causam danos e prejuízos aos seres humanos, é utilizado no combate à lagarta que se alimenta de folhas de algodoeiro. Algumas espécies de borboleta depositam seus ovos nessa cultura. A microvespa Trichogramma sp. introduz seus ovos nos ovos de outros insetos, incluindo os das borboletas em questão. Os embriões da vespa se alimentam do conteúdo desses ovos e impedem que as larvas de borboleta se desenvolvam. Assim, é possível reduzir a densidade populacional das borboletas até níveis que não prejudiquem a cultura.
A técnica de controle biológico realizado pela microvespa Trichogramma sp. consiste na
A) introdução de um parasita no ambiente da espécie que se deseja combater.
B) introdução de um gene letal nas borboletas, a fim de diminuir o número de indivíduos.
C) competição entre a borboleta e a microvespa para a obtenção de recursos.
D) modificação do ambiente para selecionar indivíduos melhor adaptados.
E) aplicação de inseticidas a fim de diminuir o número de indivíduos que se deseja combater."
948,"QUESTÃO 58) A pele humana, quando está bem hidratada, adquire boa elasticidade e aspecto macio e suave. Em contrapartida, quando está ressecada, perde sua elasticidade e se apresenta opaca e áspera. Para evitar o ressecamento da pele é necessário, sempre que possível, utilizar hidratantes umectantes, feitos geralmente à base de glicerina e polietilenoglicol: glicerina polietilenoglicol A retenção de água na superfície da pele promovida pelos hidratantes é consequência da interação dos grupos hidroxila dos agentes umectantes com a umidade contida no ambiente por meio de","['A) ligações iônicas.', 'B) forças de London.', 'C) ligações covalentes.', 'D) forças dipolo-dipolo.', 'E) ligações de hidrogênio.']",2011,Ciências da natureza e suas tecnologias,E,58,"Question 58) Human skin, when well hydrated, acquires good elasticity and soft and smooth appearance. On the other hand, when dry, it loses its elasticity and is opaque and rough. To avoid dryness of the skin, it is necessary, whenever possible, to use moisturizing moisturizers, usually made of glycerin and polyethylene glycol: polyethylene glycol glycerin, water surface retention promoted by moisturizers is a consequence of the interaction of hydroxyl groups of moisturizing agents with the humidity contained in the environment through
A) Ionic bonds.
B) London forces.
C) covalent bonds.
D) Dipolo-Dipole forces.
E) hydrogen bonds.","QUESTÃO 58) A pele humana, quando está bem hidratada, adquire boa elasticidade e aspecto macio e suave. Em contrapartida, quando está ressecada, perde sua elasticidade e se apresenta opaca e áspera. Para evitar o ressecamento da pele é necessário, sempre que possível, utilizar hidratantes umectantes, feitos geralmente à base de glicerina e polietilenoglicol: glicerina polietilenoglicol A retenção de água na superfície da pele promovida pelos hidratantes é consequência da interação dos grupos hidroxila dos agentes umectantes com a umidade contida no ambiente por meio de
A) ligações iônicas.
B) forças de London.
C) ligações covalentes.
D) forças dipolo-dipolo.
E) ligações de hidrogênio."
949,"QUESTÃO 61) Nos dias de hoje, podemos dizer que praticamente todos os seres humanos já ouviram em algum momento falar sobre o DNA e seu papel na hereditariedade da maioria dos organismos. Porém, foi apenas em 1952, um ano antes da descrição do modelo do DNA em dupla hélice por Watson e Crick, que foi confirmado sem sombra de dúvidas que o DNA é material genético. No artigo em que Watson e Crick descreveram a molécula de DNA, eles sugeriram um modelo de como essa molécula deveria se replicar. Em 1958, Meselson e Stahl realizaram experimentos utilizando isótopos pesados de nitrogênio que foram incorporados às bases nitrogenadas para avaliar como se daria a replicação da molécula. A partir dos resultados, confirmaram o modelo sugerido por Watson e Crick, que tinha como premissa básica o rompimento das pontes de hidrogênio entre as bases nitrogenadas.
GRIFFITHS, A. J. F. et al. Introdução à Genética. Rio de Janeiro: Guanabara Koogan, 2002.
Considerando a estrutura da molécula de DNA e a posição das pontes de hidrogênio na mesma, os experimentos realizados por Meselson e Stahl a respeito da replicação dessa molécula levaram à conclusão de que","['A) a replicação do DNA é conservativa, isto é, a fita dupla filha é recém-sintetizada e o filamento parental é conservado.', 'B) a replicação de DNA é dispersiva, isto é, as fitas filhas contêm DNA recém-sintetizado e parentais em cada uma das fitas.', 'C) a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita parental e uma recém-sintetizada.', 'D) a replicação do DNA é conservativa, isto é, as fitas filhas consistem de moléculas de DNA parental.', 'E) a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita molde e uma fita codificadora.']",2011,Ciências da natureza e suas tecnologias,C,61,"Question 61) These days, we can say that virtually all human beings have ever heard at some point to talk about DNA and its role in the heredity of most organisms. However, it was not until 1952, a year before the DNA model description in double propeller by Watson and Crick, which was confirmed without a doubt that DNA is genetic material. In the article where Watson and Crick described the DNA molecule, they suggested a model of how this molecule should replicate. In 1958, Meselson and Stahl conducted experiments using nitrogen heavy isotopes that were incorporated into the nitrogenous bases to evaluate how the molecule replication would take place. From the results, confirmed the model suggested by Watson and Crick, whose basic premise was the rupture of hydrogen bridges between the nitrogenous bases.
GRIFFiths, A. J. F. et al. Introduction to genetics. Rio de Janeiro: Guanabara Koogan, 2002.
Considering the structure of the DNA molecule and the position of hydrogen bridges in it, the experiments performed by Meselson and Stahl about the replication of this molecule led to the conclusion that
A) DNA replication is conservative, that is, the double daughter tape is newly synthesized and the parental filament is conserved.
B) DNA replication is dispersive, that is, daughters are newly synthesized and parental DNA in each of the tapes.
C) Replication is semiconservative, that is, the daughters ribbons consist of a parental tape and a newly synthesized.
D) DNA replication is conservative, that is, the daughters ribbons consist of parental DNA molecules.
E) Replication is semiconservative, that is, the daughters ribbons consist of a mold tape and a coding tape.","QUESTÃO 61) Nos dias de hoje, podemos dizer que praticamente todos os seres humanos já ouviram em algum momento falar sobre o DNA e seu papel na hereditariedade da maioria dos organismos. Porém, foi apenas em 1952, um ano antes da descrição do modelo do DNA em dupla hélice por Watson e Crick, que foi confirmado sem sombra de dúvidas que o DNA é material genético. No artigo em que Watson e Crick descreveram a molécula de DNA, eles sugeriram um modelo de como essa molécula deveria se replicar. Em 1958, Meselson e Stahl realizaram experimentos utilizando isótopos pesados de nitrogênio que foram incorporados às bases nitrogenadas para avaliar como se daria a replicação da molécula. A partir dos resultados, confirmaram o modelo sugerido por Watson e Crick, que tinha como premissa básica o rompimento das pontes de hidrogênio entre as bases nitrogenadas.
GRIFFITHS, A. J. F. et al. Introdução à Genética. Rio de Janeiro: Guanabara Koogan, 2002.
Considerando a estrutura da molécula de DNA e a posição das pontes de hidrogênio na mesma, os experimentos realizados por Meselson e Stahl a respeito da replicação dessa molécula levaram à conclusão de que
A) a replicação do DNA é conservativa, isto é, a fita dupla filha é recém-sintetizada e o filamento parental é conservado.
B) a replicação de DNA é dispersiva, isto é, as fitas filhas contêm DNA recém-sintetizado e parentais em cada uma das fitas.
C) a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita parental e uma recém-sintetizada.
D) a replicação do DNA é conservativa, isto é, as fitas filhas consistem de moléculas de DNA parental.
E) a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita molde e uma fita codificadora."
950,"QUESTÃO 65) Em 1999, a geneticista Emma Whitelaw desenvolveu um experimento no qual ratas prenhes foram submetidas a uma dieta rica em vitamina B12, ácido fólico e soja. Os filhotes dessas ratas, apesar de possuírem o gene para obesidade, não expressaram essa doença na fase adulta. A autora concluiu que a alimentação da mãe, durante a gestação, silenciou o gene da obesidade. Dez anos depois, as geneticistas Eva Jablonka e Gal Raz listaram 100 casos comprovados de traços adquiridos e transmitidos entre gerações de organismos, sustentando, assim, a epigenética, que estuda as mudanças na atividade dos genes que não envolvem alterações na sequência do DNA.
Alguns cânceres esporádicos representam exemplos de alteração epigenética, pois são ocasionados por","['A) aneuploidia do cromossomo sexual X.', 'B) polipoidia dos cromossomos autossômicos.', 'C) mutação em genes autossômicos com expressão dominante.', 'D) substituição no gene da cadeia beta da hemoglobina.', 'E) inativação de genes por meio de modificações nas bases nitrogenadas.']",2011,Ciências da natureza e suas tecnologias,E,65,"Question 65) In 1999, the geneticist Emma Whitelaw developed an experiment in which pregnant rats were subjected to a diet rich in vitamin B12, folic acid and soy. The puppies of these rats, although they had the gene for obesity, did not express this disease in adulthood. The author concluded that the mother's diet during pregnancy silenced the obesity gene. Ten years later, geneticists Eva Jablonka and Gal Raz listed 100 proven cases of traits acquired and transmitted between generations of organisms, thus supporting epigenetics, which studies changes in gene activity that does not involve changes in the sequence of DNA.
Some sporadic cancers represent examples of epigenetic alteration, as they are caused by
A) Aneuploidia of the sex chromosome X.
B) Polypoidia of the autosomal chromosomes.
C) mutation in autosomal genes with dominant expression.
D) replacement in the hemoglobin beta gene gene.
E) Inactivation of genes through changes in nitrogenous bases.","QUESTÃO 65) Em 1999, a geneticista Emma Whitelaw desenvolveu um experimento no qual ratas prenhes foram submetidas a uma dieta rica em vitamina B12, ácido fólico e soja. Os filhotes dessas ratas, apesar de possuírem o gene para obesidade, não expressaram essa doença na fase adulta. A autora concluiu que a alimentação da mãe, durante a gestação, silenciou o gene da obesidade. Dez anos depois, as geneticistas Eva Jablonka e Gal Raz listaram 100 casos comprovados de traços adquiridos e transmitidos entre gerações de organismos, sustentando, assim, a epigenética, que estuda as mudanças na atividade dos genes que não envolvem alterações na sequência do DNA.
Alguns cânceres esporádicos representam exemplos de alteração epigenética, pois são ocasionados por
A) aneuploidia do cromossomo sexual X.
B) polipoidia dos cromossomos autossômicos.
C) mutação em genes autossômicos com expressão dominante.
D) substituição no gene da cadeia beta da hemoglobina.
E) inativação de genes por meio de modificações nas bases nitrogenadas."
951,"QUESTÃO 66) Um motor só poderá realizar trabalho se receber uma quantidade de energia de outro sistema. No caso, a energia armazenada no combustível é, em parte, liberada durante a combustão para que o aparelho possa funcionar. Quando o motor funciona, parte da energia convertida ou transformada na combustão não pode ser utilizada para a realização de trabalho. Isso significa dizer que há vazamento da energia em outra forma.
De acordo com o texto, as transformações de energia que ocorrem durante o funcionamento do motor são decorrentes de a","['A) liberação de calor dentro do motor ser impossível.', 'B) realização de trabalho pelo motor ser incontrolável.', 'C) conversão integral de calor em trabalho ser impossível.', 'D) transformação de energia térmica em cinética ser impossível.', 'E) utilização de energia potencial do combustível ser incontrolável.']",2011,Ciências da natureza e suas tecnologias,C,66,"Question 66) An engine can only do work if you receive a power amount from another system. In this case, the energy stored in the fuel is partly released during combustion so that the device can work. When the engine operates, part of the energy converted or transformed into combustion cannot be used to perform work. This means that there is a leakage of energy in another form.
According to the text, the energy transformations that occur during engine operation are due to the
A) Heat release within the engine is impossible.
B) work for the engine to be uncontrollable.
C) Integral conversion of heat to work is impossible.
D) transformation of thermal energy into kinetics is impossible.
E) Use of potential fuel energy is uncontrollable.","QUESTÃO 66) Um motor só poderá realizar trabalho se receber uma quantidade de energia de outro sistema. No caso, a energia armazenada no combustível é, em parte, liberada durante a combustão para que o aparelho possa funcionar. Quando o motor funciona, parte da energia convertida ou transformada na combustão não pode ser utilizada para a realização de trabalho. Isso significa dizer que há vazamento da energia em outra forma.
De acordo com o texto, as transformações de energia que ocorrem durante o funcionamento do motor são decorrentes de a
A) liberação de calor dentro do motor ser impossível.
B) realização de trabalho pelo motor ser incontrolável.
C) conversão integral de calor em trabalho ser impossível.
D) transformação de energia térmica em cinética ser impossível.
E) utilização de energia potencial do combustível ser incontrolável."
952,"QUESTÃO 68) Um instituto de pesquisa norte-americano divulgou recentemente ter criado uma “célula sintética”, uma bactéria chamada de Mycoplasma mycoides. Os pesquisadores montaram uma sequência de nucleotídeos, que formam o único cromossomo dessa bactéria, o qual foi introduzido em outra espécie de bactéria, a Mycoplasma capricolum. Após a introdução, o cromossomo da M. capricolum foi neutralizado e o cromossomo artificial da M. mycoides começou a gerenciar a célula, produzindo suas proteínas. GILBSON et al. Creation of a Bacterial Cell Controlled by a Chemically synthesized Genome. A importância dessa inovação tecnológica para a comunidade científica se deve à","['A) possibilidade de sequenciar os genomas de bactérias para serem usados como receptoras de cromossomos artificiais.', 'B) capacidade de criação, pela ciência, de novas formas de vida, utilizando substâncias como carboidratos e lipídios.', 'C) possibilidade de produção em massa da bactéria Mycoplasma capricolum para sua distribuição em ambientes naturais.', 'D) possibilidade de programar geneticamente microrganismos ou seres mais complexos para produzir medicamentos, vacinas e combustíveis.', 'E) capacidade da bactéria Mycoplasma capricolum de expressar suas proteínas na bactéria sintética e estas serem usadas na indústria.']",2011,Ciências da natureza e suas tecnologias,D,68,"Question 68) An US Research Institute recently announced that it created a “synthetic cell”, a bacteria called MyCoplasma Mycoides. The researchers set up a sequence of nucleotides, which form the only chromosome of this bacteria, which was introduced in another species of bacteria, mycoplasma capricolum. After the introduction, the M. Capricolum chromosome was neutralized and the M. Mycoides artificial chromosome began to manage the cell by producing its proteins. Gilbson et al. Creation of a bacterial Cell Controlled by a Chemilly Synthesized Genome. The importance of this technological innovation for the scientific community is due to
A) Possibility to sequence bacteria genomes to be used as receptors of artificial chromosomes.
B) Creation capacity for science of new life forms using substances such as carbohydrates and lipids.
C) Possibility of mass production of mycoplasma bacteria capricolum for its distribution in natural environments.
D) possibility of genetically programming microorganisms or more complex beings to produce medications, vaccines and fuels.
E) Capricolum mycoplasma bacteria capacity to express their proteins in synthetic bacteria and are used in the industry.","QUESTÃO 68) Um instituto de pesquisa norte-americano divulgou recentemente ter criado uma “célula sintética”, uma bactéria chamada de Mycoplasma mycoides. Os pesquisadores montaram uma sequência de nucleotídeos, que formam o único cromossomo dessa bactéria, o qual foi introduzido em outra espécie de bactéria, a Mycoplasma capricolum. Após a introdução, o cromossomo da M. capricolum foi neutralizado e o cromossomo artificial da M. mycoides começou a gerenciar a célula, produzindo suas proteínas. GILBSON et al. Creation of a Bacterial Cell Controlled by a Chemically synthesized Genome. A importância dessa inovação tecnológica para a comunidade científica se deve à
A) possibilidade de sequenciar os genomas de bactérias para serem usados como receptoras de cromossomos artificiais.
B) capacidade de criação, pela ciência, de novas formas de vida, utilizando substâncias como carboidratos e lipídios.
C) possibilidade de produção em massa da bactéria Mycoplasma capricolum para sua distribuição em ambientes naturais.
D) possibilidade de programar geneticamente microrganismos ou seres mais complexos para produzir medicamentos, vacinas e combustíveis.
E) capacidade da bactéria Mycoplasma capricolum de expressar suas proteínas na bactéria sintética e estas serem usadas na indústria."
953,"QUESTÃO 69) Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram apresentados por pessoas mais idosas e por gestantes. O motivo aparente é a menor imunidade desses grupos contra o vírus. Para aumentar a imunidade populacional relativa ao vírus da gripe A, o governo brasileiro distribuiu vacinas para os grupos mais suscetíveis.
A vacina contra o H1N1, assim como qualquer outra vacina contra agentes causadores de doenças infecto- contagiosas, aumenta a imunidade das pessoas porque","['A) possui anticorpos contra o agente causador da doença.', 'B) possui proteínas que eliminam o agente causador da doença.', 'C) estimula a produção de glóbulos vermelhos pela medula óssea.', 'D) possui linfócitos B e T que neutralizam o agente causador da doença.', 'E) estimula a produção de anticorpos contra o agente causador da doença.']",2011,Ciências da natureza e suas tecnologias,E,69,"Question 69) The most serious symptoms of flu a, caused by the H1N1 virus, were presented by older people and pregnant women. The apparent reason is the lowest immunity of these groups against the virus. To increase population immunity related to flu virus, the Brazilian government distributed vaccines to the most susceptible groups.
The H1N1 vaccine, as well as any other vaccine against infectious diseases, increases people's immunity because
A) It has antibodies against the causative agent of the disease.
B) has proteins that eliminate the causative agent of the disease.
C) stimulates the production of red blood cells through the bone marrow.
D) has lymphocytes B and T that neutralize the causative agent of the disease.
E) stimulates the production of antibodies against the causative agent of the disease.","QUESTÃO 69) Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram apresentados por pessoas mais idosas e por gestantes. O motivo aparente é a menor imunidade desses grupos contra o vírus. Para aumentar a imunidade populacional relativa ao vírus da gripe A, o governo brasileiro distribuiu vacinas para os grupos mais suscetíveis.
A vacina contra o H1N1, assim como qualquer outra vacina contra agentes causadores de doenças infecto- contagiosas, aumenta a imunidade das pessoas porque
A) possui anticorpos contra o agente causador da doença.
B) possui proteínas que eliminam o agente causador da doença.
C) estimula a produção de glóbulos vermelhos pela medula óssea.
D) possui linfócitos B e T que neutralizam o agente causador da doença.
E) estimula a produção de anticorpos contra o agente causador da doença."
