description,alternatives,year,subject,ground_truth,index_question
"QUESTÃO 103) Soneto VII Onde estou? Este sítio desconheço: Quem fez tão diferente aquele prado? Tudo outra natureza tem tomado; E em contemplá-lo tímido esmoreço.
Uma fonte aqui houve; eu não me esqueço De estar a ela um dia reclinado: Ali em vale um monte está mudado: Quanto pode dos anos o progresso! Árvores aqui vi tão florescentes, Que faziam perpétua a primavera: Nem troncos vejo agora decadentes.
Eu me engano: a região esta não era; Mas que venho a estranhar, se estão presentes Meus males, com que tudo degenera! No soneto de Cláudio Manuel da Costa, a contemplação da paisagem permite ao eu lírico uma reflexão em que transparece uma","['A) angústia provocada pela sensação de solidão.', 'B) resignação diante das mudanças do meio ambiente.', 'C) dúvida existencial em face do espaço desconhecido.', 'D) intenção de recriar o passado por meio da paisagem.', 'E) empatia entre os sofrimentos do eu e a agonia da terra.']",2016,"Linguagens, códigos e suas tecnologias",E,108
"QUESTÃO 105) Qual é a segurança do sangue? Para que o sangue esteja disponível para aqueles que necessitam, os indivíduos saudáveis devem criar o hábito de doar sangue e encorajar amigos e familiares saudáveis a praticarem o mesmo ato.
A prática de selecionar criteriosamente os doadores, bem como as rígidas normas aplicadas para testar, transportar, estocar e transfundir o sangue doado ﬁzeram dele um produto muito mais seguro do que já foi anteriormente.
Apenas pessoas saudáveis e que não sejam de risco para adquirir doenças infecciosas transmissíveis pelo sangue, como hepatites B e C, HIV, síﬁlis e Chagas, podem doar sangue.
Se você acha que sua saúde ou comportamento pode colocar em risco a vida de quem for receber seu sangue, ou tem a real intenção de apenas realizar o teste para o vírus HIV, NÃO DOE SANGUE.
Cumpre destacar que apesar de o sangue doado ser testado para as doenças transmissíveis conhecidas no momento, existe um período chamado de janela imunológica em que um doador contaminado por um determinado vírus pode transmitir a doença através do seu sangue.
DA SUA HONESTIDADE DEPENDE A VIDA DE QUEM VAI RECEBER SEU SANGUE.
Nessa campanha, as informações apresentadas têm como objetivo principal","['A) conscientizar o doador de sua corresponsabilidade pela qualidade do sangue.', 'B) garantir a segurança de pessoas de grupos de risco durante a doação de sangue.', 'C) esclarecer o público sobre a segurança do processo de captação do sangue.', 'D) alertar os doadores sobre as diﬁculdades enfrentadas na coleta de sangue.', 'E) ampliar o número de doadores para manter o banco de sangue.']",2016,"Linguagens, códigos e suas tecnologias",A,110
"QUESTÃO 110) O senso comum é que só os seres humanos são capazes de rir. Isso não é verdade? Não. O riso básico — o da brincadeira, da diversão, da expressão física do riso, do movimento da face e da vocalização — nós compartilhamos com diversos animais. Em ratos, já foram observadas vocalizações ultrassônicas — que nós não somos capazes de perceber — e que eles emitem quando estão brincando de “rolar no chão”. Acontecendo de o cientista provocar um dano em um local especíﬁco no cérebro, o rato deixa de fazer essa vocalização e a brincadeira vira briga séria. Sem o riso, o outro pensa que está sendo atacado. O que nos diferencia dos animais é que não temos apenas esse mecanismo básico. Temos um outro mais evoluído. Os animais têm o senso de brincadeira, como nós, mas não têm senso de humor. O córtex, a parte superﬁcial do cérebro deles, não é tão evoluído como o nosso. Temos mecanismos corticais que nos permitem, por exemplo, interpretar uma piada.
A coesão textual é responsável por estabelecer relações entre as partes do texto. Analisando o trecho “Acontecendo de o cientista provocar um dano em um local especíﬁco no cérebro”, veriﬁca-se que ele estabelece com a oração seguinte uma relação de","['A) ﬁnalidade, porque os danos causados ao cérebro têm por ﬁnalidade provocar a falta de vocalização dos ratos.', 'B) oposição, visto que o dano causado em um local especíﬁco no cérebro é contrário à vocalização dos ratos.', 'C) condição, pois é preciso que se tenha lesão especíﬁca no cérebro para que não haja vocalização dos ratos.', 'D) consequência, uma vez que o motivo de não haver mais vocalização dos ratos é o dano causado no cérebro.', 'E) proporção, já que à medida que se lesiona o cérebro não é mais possível que haja vocalização dos ratos.']",2016,"Linguagens, códigos e suas tecnologias",C,115
"QUESTÃO 111) Mandinga — Era a denominação que, no período das grandes navegações, os portugueses davam à costa ocidental da África. A palavra se tornou sinônimo de feitiçaria porque os exploradores lusitanos consideravam bruxos os africanos que ali habitavam — é que eles davam indicações sobre a existência de ouro na região. Em idioma nativo, manding designava terra de feiticeiros. A palavra acabou virando sinônimo de feitiço, sortilégio.
COTRIM, M. O pulo do gato 3. São Paulo: Geração Editorial, 2009 (fragmento).
No texto, evidencia-se que a construção do signiﬁcado da palavra mandinga resulta de um(a)","['A) contexto sócio-histórico.', 'B) diversidade étnica.', 'C) descoberta geográﬁca.', 'D) apropriação religiosa.', 'E) contraste cultural.']",2016,"Linguagens, códigos e suas tecnologias",A,116
"QUESTÃO 112) TEXTO I Nesta época do ano, em que comprar compulsivamente é a principal preocupação de boa parte da população, é imprescindível refletirmos sobre a importância da mídia na propagação de determinados comportamentos que induzem ao consumismo exacerbado. No clássico livro O capital, Karl Marx aponta que no capitalismo os bens materiais, ao serem fetichizados, passam a assumir qualidades que vão além da mera materialidade. As coisas são personiﬁcadas e as pessoas são coisiﬁcadas. Em outros termos, um automóvel de luxo, uma mansão em um bairro nobre ou a ostentação de objetos de determinadas marcas famosas são alguns dos fatores que conferem maior valorização e visibilidade social a um indivíduo.
http://observatoriodaimprensa.com.br. Acesso em: 18 jan. 2015.
TEXTO II Todos os dias, em algum nível, o consumo atinge nossa vida, modiﬁca nossas relações, gera e rege sentimentos, engendra fantasias, aciona comportamentos, faz sofrer, faz gozar. Às vezes constrangendo-nos em nossas ações no mundo, humilhando e aprisionando, às vezes ampliando nossa imaginação e nossa capacidade de desejar, consumimos e somos consumidos. Numa época toda codiﬁcada como a nossa, o código da alma (o código do ser) virou código do consumidor! Fascínio pelo consumo, fascínio do consumo. Felicidade, luxo, bem-estar, boa forma, lazer, elevação espiritual, saúde, turismo, sexo, família e corpo são hoje reféns da engrenagem do consumo.
Acesso em: 18 jan. 2015.
Esses textos propõem uma reflexão crítica sobre o consumismo. Ambos partem do ponto de vista de que esse hábito","['A) desperta o desejo de ascensão social.', 'B) provoca mudanças nos valores sociais.', 'C) advém de necessidades suscitadas pela publicidade.', 'D) deriva da inerente busca por felicidade pelo ser humano.', 'E) resulta de um apelo do mercado em determinadas datas.']",2016,"Linguagens, códigos e suas tecnologias",B,117
"QUESTÃO 116) Esses chopes dourados [...] quando a geração de meu pai batia na minha a minha achava que era normal que a geração de cima só podia educar a de baixo batendo quando a minha geração batia na de vocês ainda não sabia que estava errado mas a geração de vocês já sabia e cresceu odiando a geração de cima aí chegou esta hora em que todas as gerações já sabem de tudo e é péssimo ter pertencido à geração do meio tendo errado quando apanhou da de cima e errado quando bateu na de baixo e sabendo que apesar de amaldiçoados éramos todos inocentes.
WANDERLEY, J. In: MORICONI, I. (Org.). Os cem melhores poemas brasileiros do século. Rio de Janeiro: Objetiva, 2001 (fragmento).
Ao expressar uma percepção de atitudes e valores situados na passagem do tempo, o eu lírico manifesta uma angústia sintetizada na","['A) compreensão da efemeridade das convicções antes vistas como sólidas.', 'B) consciência das imperfeições aceitas na construção do senso comum.', 'C) revolta das novas gerações contra modelos tradicionais de educação.', 'D) incerteza da expectativa de mudança por parte das futuras gerações.', 'E) crueldade atribuída à forma de punição praticada pelos mais velhos.']",2016,"Linguagens, códigos e suas tecnologias",B,121
"QUESTÃO 118) Nesse texto, a combinação de elementos verbais e não verbais conﬁgura-se como estratégia argumentativa para","['A) manifestar a preocupação do governo com a segurança dos pedestres.', 'B) associar a utilização do celular às ocorrências de atropelamento de crianças.', 'C) orientar pedestres e motoristas quanto à utilização responsável do telefone móvel.', 'D) influenciar o comportamento de motoristas em relação ao uso de celular no trânsito.', 'E) alertar a população para os riscos da falta de atenção no trânsito das grandes cidades.']",2016,"Linguagens, códigos e suas tecnologias",D,123
"QUESTÃO 120) Querido diário Hoje topei com alguns conhecidos meus Me dão bom-dia, cheios de carinho Dizem para eu ter muita luz, ﬁcar com Deus Eles têm pena de eu viver sozinho [...] Hoje o inimigo veio me espreitar Armou tocaia lá na curva do rio Trouxe um porrete a mó de me quebrar Mas eu não quebro porque sou macio, viu HOLANDA, C. B. Chico. Rio de Janeiro: Biscoito Fino, 2013 (fragmento).
Uma característica do gênero diário que aparece na letra da canção de Chico Buarque é o(a)","['A) diálogo com interlocutores próximos.', 'B) recorrência de verbos no inﬁnitivo.', 'C) predominância de tom poético.', 'D) uso de rimas na composição.', 'E) narrativa autorreflexiva.']",2016,"Linguagens, códigos e suas tecnologias",E,125
"QUESTÃO 122) Receita Tome-se um poeta não cansado, Uma nuvem de sonho e uma flor, Três gotas de tristeza, um tom dourado, Uma veia sangrando de pavor. Quando a massa já ferve e se retorce Deita-se a luz dum corpo de mulher, Duma pitada de morte se reforce, Que um amor de poeta assim requer.
SARAMAGO, J. Os poemas possíveis. Alfragide: Caminho, 1997.
Os gêneros textuais caracterizam-se por serem relativamente estáveis e podem reconﬁgurar-se em função do propósito comunicativo. Esse texto constitui uma mescla de gêneros, pois","['A) introduz procedimentos prescritivos na composição do poema.', 'B) explicita as etapas essenciais à preparação de uma receita.', 'C) explora elementos temáticos presentes em uma receita.', 'D) apresenta organização estrutural típica de um poema.', 'E) utiliza linguagem ﬁgurada na construção do poema.']",2016,"Linguagens, códigos e suas tecnologias",A,127
"QUESTÃO 123) Espetáculo Romeu e Julieta, Grupo Galpão.
A principal razão pela qual se infere que o espetáculo retratado na fotograﬁa é uma manifestação do teatro de rua é o fato de","['A) dispensar o edifício teatral para a sua realização.', 'B) utilizar ﬁgurinos com adereços cômicos.', 'C) empregar elementos circenses na atuação.', 'D) excluir o uso de cenário na ambientação.', 'E) negar o uso de iluminação artiﬁcial.']",2016,"Linguagens, códigos e suas tecnologias",A,128
"QUESTÃO 124) O humor e a língua Há algum tempo, venho estudando as piadas, com ênfase em sua constituição linguística. Por isso, embora a aﬁrmação a seguir possa parecer surpreendente, creio que posso garantir que se trata de uma verdade quase banal: as piadas fornecem simultaneamente um dos melhores retratos dos valores e problemas de uma sociedade, por um lado, e uma coleção de fatos e dados impressionantes para quem quer saber o que é e como funciona uma língua, por outro. Se se quiser descobrir os problemas com os quais uma sociedade se debate, uma coleção de piadas fornecerá excelente pista: sexualidade, etnia/raça e outras diferenças, instituições (igreja, escola, casamento, política), morte, tudo isso está sempre presente nas piadas que circulam anonimamente e que são ouvidas e contadas por todo mundo em todo o mundo. Os antropólogos ainda não prestaram a devida atenção a esse material, que poderia substituir com vantagem muitas entrevistas e pesquisas participantes. Saberemos mais a quantas andam o machismo e o racismo, por exemplo, se pesquisarmos uma coleção de piadas do que qualquer outro corpus.
A piada é um gênero textual que ﬁgura entre os mais recorrentes na cultura brasileira, sobretudo na tradição oral. Nessa reflexão, a piada é enfatizada por","['A) sua função humorística.', 'B) sua ocorrência universal.', 'C) sua diversidade temática.', 'D) seu papel como veículo de preconceitos.', 'E) seu potencial como objeto de investigação.']",2016,"Linguagens, códigos e suas tecnologias",E,129
"QUESTÃO 126) Entrevista com Terezinha Guilhermina Terezinha Guilhermina é uma das atletas mais premiadas da história paraolímpica do Brasil e um dos principais nomes do atletismo mundial. Está no Guinness Book de 2013/2014 como a “cega” mais rápida do mundo.
Observatório: Quais os desaﬁos você teve que superar para se consagrar como atleta proﬁssional? Terezinha Guilhermina: Considero a ausência de recursos ﬁnanceiros, nos três primeiros anos da minha carreira, como meu principal desaﬁo. A falta de um atleta- guia, para me auxiliar nos treinamentos, me obrigava a treinar sozinha e, por não enxergar bem, acabava sofrendo alguns acidentes como trombadas e quedas.
Observatório: Como está a preparação para os Jogos Paraolímpicos de 2016? Terezinha Guilhermina: Estou trabalhando intensamente, com vistas a chegar lá bem melhor do que estive em Londres. E, por isso, posso me dedicar a treinos diários, trabalhos preventivos de lesões e acompanhamento psicológico e nutricional da melhor qualidade.
O texto permite relacionar uma prática corporal com uma visão ampliada de saúde. O fator que possibilita identiﬁcar essa perspectiva é o(a)","['A) aspecto nutricional.', 'B) condição ﬁnanceira.', 'C) prevenção de lesões.', 'D) treinamento esportivo.', 'E) acompanhamento psicológico.']",2016,"Linguagens, códigos e suas tecnologias",B,131
"QUESTÃO 127) É possível considerar as modalidades esportivas coletivas dentro de uma mesma lógica, pois possuem uma estrutura comum: seis princípios operacionais divididos em dois grupos, o ataque e a defesa. Os três princípios operacionais de ataque são: conservação individual e coletiva da bola, progressão da equipe com a posse da bola em direção ao alvo adversário e ﬁnalização da jogada, visando a obtenção de ponto. Os três princípios operacionais da defesa são: recuperação da bola, impedimento do avanço da equipe contrária com a posse da bola e proteção do alvo para impedir a ﬁnalização da equipe adversária.
DAOLIO, J. Jogos esportivos coletivos: dos princípios operacionais aos gestos técnicos — modelo pendular a partir das ideias de Claude Bayer. Revista Brasileira Considerando os princípios expostos no texto, o drible no handebol caracteriza o princípio de","['A) recuperação da bola.', 'B) progressão da equipe.', 'C) ﬁnalização da jogada.', 'D) proteção do próprio alvo.', 'E) impedimento do avanço adversário.']",2016,"Linguagens, códigos e suas tecnologias",B,132
"QUESTÃO 128) BONS DIAS! 14 de junho de 1889 Ó doce, ó longa, ó inexprimível melancolia dos jornais velhos! Conhece-se um homem diante de um deles. Pessoa que não sentir alguma coisa ao ler folhas de meio século, bem pode crer que não terá nunca uma das mais profundas sensações da vida, — igual ou quase igual à que dá a vista das ruínas de uma civilização. Não é a saudade piegas, mas a recomposição do extinto, a revivescência do passado.
ASSIS, M. Bons dias! (Crônicas 1888-1889). Campinas: Editora da Unicamp; São Paulo: Hucitec, 1990.
O jornal impresso é parte integrante do que hoje se compreende por tecnologias de informação e comunicação. Nesse texto, o jornal é reconhecido como","['A) objeto de devoção pessoal.', 'B) elemento de aﬁrmação da cultura.', 'C) instrumento de reconstrução da memória.', 'D) ferramenta de investigação do ser humano.', 'E) veículo de produção de fatos da realidade.']",2016,"Linguagens, códigos e suas tecnologias",C,133
"QUESTÃO 130) Lições de motim DONA COTINHA — É claro! Só gosta de solidão quem nasceu pra ser solitário. Só o solitário gosta de solidão. Quem vive só e não gosta da solidão não é um solitário, é só um desacompanhado. (A reflexão escorrega lá pro fundo da alma.) Solidão é vocação, besta de quem pensa que é sina. Por isso, tem de ser valorizada. E não é qualquer um que pode ser solitário, não. Ah, mas não é mesmo! É preciso ter competência pra isso. (De súbito, pedagógica, volta-se para o homem.) É como poesia, sabe, moço? Tem de ser recitada em voz alta, que é pra gente sentir o gosto. (FAZ UMA PAUSA.) Você gosta de poesia? (O HOMEM TORNA A SE DEBATER. A VELHA INTERROMPE O DISCURSO E VOLTA A LHE DAR AS COSTAS, COMO SEMPRE, IMPASSÍVEL. O HOMEM, MAIS UMA VEZ, CANSADO, DESISTE.) Bem, como eu ia dizendo, pra viver bem com a solidão temos de ser proprietários dela e não inquilinos, me entende? Quem é inquilino da solidão não passa de um abandonado. É isso aí.
Nesse trecho, o que caracteriza Lições de motim como texto teatral?","['A) O tom melancólico presente na cena.', 'B) As perguntas retóricas da personagem.', 'C) A interferência do narrador no desfecho da cena.', 'D) O uso de rubricas para construir a ação dramática.', 'E) As analogias sobre a solidão feitas pela personagem.']",2016,"Linguagens, códigos e suas tecnologias",D,135
"QUESTÃO 132) L.J.C.
— 5 tiros? — É.
— Brincando de pegador? — É. O PM pensou que… — Hoje? — Cedinho.
COELHO, M. In: FREIRE, M. (Org.). Os cem menores contos brasileiros do século. São Paulo: Ateliê Editorial, 2004.
Os sinais de pontuação são elementos com importantes funções para a progressão temática. Nesse miniconto, as reticências foram utilizadas para indicar","['A) uma fala hesitante.', 'B) uma informação implícita.', 'C) uma situação incoerente.', 'D) a eliminação de uma ideia.', 'E) a interrupção de uma ação.']",2016,"Linguagens, códigos e suas tecnologias",B,137
"QUESTÃO 133) O nome do inseto pirilampo (vaga-lume) tem uma interessante certidão de nascimento. De repente, no ﬁm do século XVII, os poetas de Lisboa repararam que não podiam cantar o inseto luminoso, apesar de ele ser um manancial de metáforas, pois possuía um nome “indecoroso” que não podia ser “usado em papéis sérios”: caga-lume. Foi então que o dicionarista Raphael Bluteau inventou a nova palavra, pirilampo, a partir do grego pyr, signiﬁcando ‘fogo’, e lampas, ‘candeia’.
FERREIRA, M. B. Caminhos do português: exposição comemorativa do Ano Europeu O texto descreve a mudança ocorrida na nomeação do inseto, por questões de tabu linguístico. Esse tabu diz respeito à","['A) recuperação histórica do signiﬁcado.', 'B) ampliação do sentido de uma palavra.', 'C) produção imprópria de poetas portugueses.', 'D) denominação cientíﬁca com base em termos gregos.', 'E) restrição ao uso de um vocábulo pouco aceito socialmente.']",2016,"Linguagens, códigos e suas tecnologias",E,138
"QUESTÃO 134) Primeira lição Os gêneros de poesia são: lírico, satírico, didático, épico, ligeiro.
O gênero lírico compreende o lirismo.
Lirismo é a tradução de um sentimento subjetivo, sincero e pessoal.
É a linguagem do coração, do amor.
O lirismo é assim denominado porque em outros tempos os versos sentimentais eram declamados ao som da lira.
O lirismo pode ser: a) Elegíaco, quando trata de assuntos tristes, quase sempre a morte.
b) Bucólico, quando versa sobre assuntos campestres.
c) Erótico, quando versa sobre o amor.
O lirismo elegíaco compreende a elegia, a nênia, a endecha, o epitáﬁo e o epicédio.
Elegia é uma poesia que trata de assuntos tristes.
Nênia é uma poesia em homenagem a uma pessoa morta.
Era declamada junto à fogueira onde o cadáver era incinerado.
Endecha é uma poesia que revela as dores do coração.
Epitáﬁo é um pequeno verso gravado em pedras tumulares.
Epicédio é uma poesia onde o poeta relata a vida de uma pessoa morta.
CESAR, A. C. Poética. São Paulo: Companhia das Letras, 2013.
No poema de Ana Cristina Cesar, a relação entre as deﬁnições apresentadas e o processo de construção do texto indica que o(a)","['A) caráter descritivo dos versos assinala uma concepção irônica de lirismo.', 'B) tom explicativo e contido constitui uma forma peculiar de expressão poética.', 'C) seleção e o recorte do tema revelam uma visão pessimista da criação artística.', 'D) enumeração de distintas manifestações líricas produz um efeito de impessoalidade.', 'E) referência a gêneros poéticos clássicos expressa a adesão do eu lírico às tradições literárias.']",2016,"Linguagens, códigos e suas tecnologias",B,139
"QUESTÃO 135) Você pode não acreditar Você pode não acreditar: mas houve um tempo em que os leiteiros deixavam as garraﬁnhas de leite do lado de fora das casas, seja ao pé da porta, seja na janela.
A gente ia de uniforme azul e branco para o grupo, de manhãzinha, passava pelas casas e não ocorria que alguém pudesse roubar aquilo.
Você pode não acreditar: mas houve um tempo em que os padeiros deixavam o pão na soleira da porta ou na janela que dava para a rua. A gente passava e via aquilo como uma coisa normal.
Você pode não acreditar: mas houve um tempo em que você saía à noite para namorar e voltava andando pelas ruas da cidade, caminhando displicentemente, sentindo cheiro de jasmim e de alecrim, sem olhar para trás, sem temer as sombras.
Você pode não acreditar: houve um tempo em que as pessoas se visitavam airosamente. Chegavam no meio da tarde ou à noite, contavam casos, tomavam café, falavam da saúde, tricotavam sobre a vida alheia e voltavam de bonde às suas casas.
Você pode não acreditar: mas houve um tempo em que o namorado primeiro ficava andando com a moça numa rua perto da casa dela, depois passava a namorar no portão, depois tinha ingresso na sala da família. Era sinal de que já estava praticamente noivo e seguro.
Houve um tempo em que havia tempo.
Houve um tempo.
SANT’ANNA, A. R. Estado de Minas, 5 maio 2013 (fragmento).
Nessa crônica, a repetição do trecho “Você pode não acreditar: mas houve um tempo em que...” conﬁgura-se como uma estratégia argumentativa que visa","['A) surpreender o leitor com a descrição do que as pessoas faziam durante o seu tempo livre antigamente.', 'B) sensibilizar o leitor sobre o modo como as pessoas se relacionavam entre si num tempo mais aprazível.', 'C) advertir o leitor mais jovem sobre o mau uso que se faz do tempo nos dias atuais.', 'D) incentivar o leitor a organizar melhor o seu tempo sem deixar de ser nostálgico.', 'E) convencer o leitor sobre a veracidade de fatos relativos à vida no passado.']",2016,"Linguagens, códigos e suas tecnologias",B,140
"QUESTÃO 136) Para uma feira de ciências, dois projéteis de foguetes, A e B, estão sendo construídos para serem lançados. O planejamento é que eles sejam lançados juntos, com o objetivo de o projétil B interceptar o A quando esse alcançar sua altura máxima. Para que isso aconteça, um dos projéteis descreverá uma trajetória parabólica, enquanto o outro irá descrever uma trajetória supostamente retilínea. O gráﬁco mostra as alturas alcançadas por esses projéteis em função do tempo, nas simulações realizadas.
1 2 3 4 5 6 7 8 9 10 Altura (m) 0 4 8 12 16 20 − 4 − 8 −12 Tempo (s) Com base nessas simulações, observou-se que a trajetória do projétil B deveria ser alterada para que o objetivo fosse alcançado.
Para alcançar o objetivo, o coeﬁciente angular da reta que representa a trajetória de B deverá","['A) diminuir em 2 unidades.', 'B) diminuir em 4 unidades.', 'C) aumentar em 2 unidades.', 'D) aumentar em 4 unidades.', 'E) aumentar em 8 unidades.']",2016,Matemática e suas tecnologias,C,141
"QUESTÃO 139) O cultivo de uma flor rara só é viável se do mês do plantio para o mês subsequente o clima da região possuir as seguintes peculiaridades: • a variação do nível de chuvas (pluviosidade), nesses meses, não for superior a 50 mm; • a temperatura mínima, nesses meses, for superior a 15 °C; • ocorrer, nesse período, um leve aumento não superior a 5 °C na temperatura máxima.
Um floricultor, pretendendo investir no plantio dessa flor em sua região, fez uma consulta a um meteorologista que lhe apresentou o gráﬁco com as condições previstas para os 12 meses seguintes nessa região.
250 200 150 100 50 0 35 30 25 20 15 10 5 0 2012 2013 Maio Junho Julho Agosto Setembro Outubro Novembro Dezembro Janeiro Fevereiro Abril Maio Março Pluviosidade Temperatura máxima Temperatura mínima Pluviosidade (mm) Temperatura (°C) Com base nas informações do gráﬁco, o floricultor veriﬁcou que poderia plantar essa flor rara.
O mês escolhido para o plantio foi","['A) janeiro.', 'B) fevereiro.', 'C) agosto.', 'D) novembro.', 'E) dezembro.']",2016,Matemática e suas tecnologias,A,144
"QUESTÃO 140) Uma cisterna de 6 000 L foi esvaziada em um período de 3 h. Na primeira hora foi utilizada apenas uma bomba, mas nas duas horas seguintes, a ﬁm de reduzir o tempo de esvaziamento, outra bomba foi ligada junto com a primeira. O gráﬁco, formado por dois segmentos de reta, mostra o volume de água presente na cisterna, em função do tempo.
3 6 000 5 000 1 0 Tempo (h) Volume (L) Qual é a vazão, em litro por hora, da bomba que foi ligada no início da segunda hora?","['A) 1 000', 'B) 1 250', 'C) 1 500', 'D) 2 000', 'E) 2 500']",2016,Matemática e suas tecnologias,C,145
"QUESTÃO 143) Um dos grandes desaﬁos do Brasil é o gerenciamento dos seus recursos naturais, sobretudo os recursos hídricos. Existe uma demanda crescente por água e o risco de racionamento não pode ser descartado. O nível de água de um reservatório foi monitorado por um período, sendo o resultado mostrado no gráﬁco. Suponha que essa tendência linear observada no monitoramento se prolongue pelos próximos meses.
Nível do reservatório 35% 30% 25% 20% 15% 10% 5% 1 2 3 Mês 4 5 6 Porcentagem com relação à capacidade máxima Nas condições dadas, qual o tempo mínimo, após o sexto mês, para que o reservatório atinja o nível zero de sua capacidade?","['A) 2 meses e meio.', 'B) 3 meses e meio.', 'C) 1 mês e meio.', 'D) 4 meses.', 'E) 1 mês.']",2016,Matemática e suas tecnologias,A,148
"QUESTÃO 144) Um posto de saúde registrou a quantidade de vacinas aplicadas contra febre amarela nos últimos cinco meses: • 1o mês: 21; • 2o mês: 22; • 3o mês: 25; • 4o mês: 31; • 5o mês: 21.
No início do primeiro mês, esse posto de saúde tinha 228 vacinas contra febre amarela em estoque. A política de reposição do estoque prevê a aquisição de novas vacinas, no início do sexto mês, de tal forma que a quantidade inicial em estoque para os próximos meses seja igual a 12 vezes a média das quantidades mensais dessas vacinas aplicadas nos últimos cinco meses.
Para atender essas condições, a quantidade de vacinas contra febre amarela que o posto de saúde deve adquirir no início do sexto mês é","['A) 156.', 'B) 180.', 'C) 192.', 'D) 264.', 'E) 288.']",2016,Matemática e suas tecnologias,B,149
"QUESTÃO 145) Uma liga metálica sai do forno a uma temperatura de 3 000 °C e diminui 1% de sua temperatura a cada 30 min.
Use 0,477 como aproximação para log10(3) e 1,041 como aproximação para log10(11).
O tempo decorrido, em hora, até que a liga atinja 30 °C é mais próximo de","['A) 22.', 'B) 50.', 'C) 100.', 'D) 200.', 'E) 400.']",2016,Matemática e suas tecnologias,D,150
"QUESTÃO 146) Um petroleiro possui reservatório em formato de um paralelepípedo retangular com as dimensões dadas por 60 m x 10 m de base e 10 m de altura. Com o objetivo de minimizar o impacto ambiental de um eventual vazamento, esse reservatório é subdividido em três compartimentos, A, B e C, de mesmo volume, por duas placas de aço retangulares com dimensões de 7 m de altura e 10 m de base, de modo que os compartimentos são interligados, conforme a ﬁgura. Assim, caso haja rompimento no casco do reservatório, apenas uma parte de sua carga vazará.
10 m 10 m 60 m 7 m Suponha que ocorra um desastre quando o petroleiro se encontra com sua carga máxima: ele sofre um acidente que ocasiona um furo no fundo do compartimento C. Para ﬁns de cálculo, considere desprezíveis as espessuras das placas divisórias.
Após o ﬁm do vazamento, o volume de petróleo derramado terá sido de","['A) 1,4 × 103 m3', 'B) 1,8 × 103 m3', 'C) 2,0 × 103 m3', 'D) 3,2 × 103 m3', 'E) 6,0 × 103 m3']",2016,Matemática e suas tecnologias,D,151
"QUESTÃO 149) Cinco marcas de pão integral apresentam as seguintes concentrações de ﬁbras (massa de ﬁbra por massa de pão): • Marca A: 2 g de ﬁbras a cada 50 g de pão; • Marca B: 5 g de ﬁbras a cada 40 g de pão; • Marca C: 5 g de ﬁbras a cada 100 g de pão; • Marca D: 6 g de ﬁbras a cada 90 g de pão; • Marca E: 7 g de ﬁbras a cada 70 g de pão.
Recomenda-se a ingestão do pão que possui a maior concentração de ﬁbras.
A marca a ser escolhida é","['A) A.', 'B) B.', 'C) C.', 'D) D.', 'E) E.']",2016,Matemática e suas tecnologias,B,154
"QUESTÃO 155) O setor de recursos humanos de uma empresa pretende fazer contratações para adequar-se ao artigo 93 da Lei n° 8.213/91, que dispõe: Art. 93. A empresa com 100 (cem) ou mais empregados está obrigada a preencher de 2% (dois por cento) a 5% (cinco por cento) dos seus cargos com beneficiários reabilitados ou pessoas com deficiência, habilitadas, na seguinte proporção: I. até 200 empregados ...................................... 2%; II. de 201 a 500 empregados.............................. 3%; III. de 501 a 1 000 empregados........................... 4%; IV. de 1 001 em diante......................................... 5%.
Constatou-se que a empresa possui 1 200 funcionários, dos quais 10 são reabilitados ou com deﬁciência, habilitados.
Para adequar-se à referida lei, a empresa contratará apenas empregados que atendem ao perﬁl indicado no artigo 93.
O número mínimo de empregados reabilitados ou com deﬁciência, habilitados, que deverá ser contratado pela empresa é","['A) 74.', 'B) 70.', 'C) 64.', 'D) 60.', 'E) 53.']",2016,Matemática e suas tecnologias,E,160
"QUESTÃO 156) Uma pessoa comercializa picolés. No segundo dia de certo evento ela comprou 4 caixas de picolés, pagando R$ 16,00 a caixa com 20 picolés para revendê-los no evento. No dia anterior, ela havia comprado a mesma quantidade de picolés, pagando a mesma quantia, e obtendo um lucro de R$ 40,00 (obtido exclusivamente pela diferença entre o valor de venda e o de compra dos picolés) com a venda de todos os picolés que possuía.
Pesquisando o perﬁl do público que estará presente no evento, a pessoa avalia que será possível obter um lucro 20% maior do que o obtido com a venda no primeiro dia do evento.
Para atingir seu objetivo, e supondo que todos os picolés disponíveis foram vendidos no segundo dia, o valor de venda de cada picolé, no segundo dia, deve ser","['A) R$ 0,96.', 'B) R$ 1,00.', 'C) R$ 1,40.', 'D) R$ 1,50.', 'E) R$ 1,56.']",2016,Matemática e suas tecnologias,C,161
